varietal,description,color,encoded,parsed
Chenin Blanc,perfectly balanced richness aided vanilla fruits blended deceptively mouth worth aging white,white,3,perfectly balanced richness aided vanilla fruits blended deceptively mouth worth aging white
Chenin Blanc,plum melon rind mouth hint tropical unfolds brisk white,white,3,plum melon rind mouth hint tropical unfolds brisk white
Chenin Blanc,listed fact residual sugar boasts certain roundness persistence labeled fact yearsto citrusflesh rindplenty backing thoroughly white,white,3,listed fact residual sugar boasts certain roundness persistence labeled fact yearsto citrusflesh rindplenty backing thoroughly white
Chenin Blanc,doubt develop mouth initally gradually relatively gentle sweetness reinforced balanced white,white,3,doubt develop mouth initally gradually relatively gentle sweetness reinforced balanced white
Chenin Blanc,sourced planted ago classically recall length excellent white,white,3,sourced planted ago classically recall length excellent white
Chenin Blanc,interesting exotically offbeat savory pineapple tangerine vanilla honey streak minerality alternative white,white,3,interesting exotically offbeat savory pineapple tangerine vanilla honey streak minerality alternative white
Chenin Blanc,comprise unusual offering advertised taste waxy apricot melon white,white,3,comprise unusual offering advertised taste waxy apricot melon white
Chenin Blanc,pretty florals grilled continued flesh unfold softly mouth white,white,3,pretty florals grilled continued flesh unfold softly mouth white
Chenin Blanc,lemons cuts texture white,white,3,lemons cuts texture white
Chenin Blanc,layers almonds tangy texture white,white,3,layers almonds tangy texture white
Chenin Blanc,eggs brings unusual leesy unique interpretation variety white,white,3,eggs brings unusual leesy unique interpretation variety white
Chenin Blanc,hailing popular vets krause locke mandarin spritzer lemon rinds boasts tartness grapefruit subtle tension hovers chalky slightly bitter minerality white,white,3,hailing popular vets krause locke mandarin spritzer lemon rinds boasts tartness grapefruit subtle tension hovers chalky slightly bitter minerality white
Chenin Blanc,balanced fruits layered honey background aging rounded texture dominating white,white,3,balanced fruits layered honey background aging rounded texture dominating white
Chenin Blanc,absolutely pleasantly aroma meal seafood delicate sauteed bouillabaise melon peel surprisingly assertive texture white,white,3,absolutely pleasantly aroma meal seafood delicate sauteed bouillabaise melon peel surprisingly assertive texture white
Chenin Blanc,nut dominating fruits hint honey course need white,white,3,nut dominating fruits hint honey course need white
Chenin Blanc,wallet leads plum pineapple weight white,white,3,wallet leads plum pineapple weight white
Chenin Blanc,bitter taut nervy tight flavored white,white,3,bitter taut nervy tight flavored white
Chenin Blanc,tantalizing honey goes quince fruits counterbalances richness white,white,3,tantalizing honey goes quince fruits counterbalances richness white
Chenin Blanc,color concentrated honey apricot mouthcoating nutty lasting alcohol white,white,3,color concentrated honey apricot mouthcoating nutty lasting alcohol white
Chenin Blanc,color grilled buttered toast melon honey lush texture balanced lifting keeps lifted lingering white,white,3,color grilled buttered toast melon honey lush texture balanced lifting keeps lifted lingering white
Chenin Blanc,enticingly perfumed nutty layered fruits pineapple worth aging maybe white,white,3,enticingly perfumed nutty layered fruits pineapple worth aging maybe white
Chenin Blanc,unique stunner upfront approachable layers nuanced herbs potential develop additional complexities heady brioche dried apricot gingered peel baking abound richness lush texture mouth balanced enjoyed cellared white,white,3,unique stunner upfront approachable layers nuanced herbs potential develop additional complexities heady brioche dried apricot gingered peel baking abound richness lush texture mouth balanced enjoyed cellared white
Chenin Blanc,jut subject mists floor example opulent unctuous richly exhibiting important honey peaches pineapple prominent white,white,3,jut subject mists floor example opulent unctuous richly exhibiting important honey peaches pineapple prominent white
Chenin Blanc,secondary glimmer overdone lively pit accent unfolds white,white,3,secondary glimmer overdone lively pit accent unfolds white
Chenin Blanc,exotic mouthfilling melon tangerine use acid enliven overall classy curvy recommends white,white,3,exotic mouthfilling melon tangerine use acid enliven overall classy curvy recommends white
Chenin Blanc,slightly marries lemongrass hint butterscotch midpalate quick fade white,white,3,slightly marries lemongrass hint butterscotch midpalate quick fade white
Chenin Blanc,melon rind faint guava inviting balanced approachable zest infused white,white,3,melon rind faint guava inviting balanced approachable zest infused white
Chenin Blanc,perfumed moving easily rounded freshly baked white,white,3,perfumed moving easily rounded freshly baked white
Chenin Blanc,bucks attractive crowd pleasing boasts forward baked melon hint savory balanced ensures close white,white,3,bucks attractive crowd pleasing boasts forward baked melon hint savory balanced ensures close white
Chenin Blanc,honeyed lemon poised stylish fruits marmalade caught web white,white,3,honeyed lemon poised stylish fruits marmalade caught web white
Chenin Blanc,starts attractive melons lemons followed exuberant melon balanced curvy midpalate weight exotic fun white,white,3,starts attractive melons lemons followed exuberant melon balanced curvy midpalate weight exotic fun white
Chenin Blanc,petrol rounded texture minerality chewy generous packed bean ready white,white,3,petrol rounded texture minerality chewy generous packed bean ready white
Chenin Blanc,highly reputed ogereau guegniard walled result distillation minerality richness savennieres honey pineapple white,white,3,highly reputed ogereau guegniard walled result distillation minerality richness savennieres honey pineapple white
Chenin Blanc,soften finely complex packed apples taut needs develop white,white,3,soften finely complex packed apples taut needs develop white
Chenin Blanc,telltale hint honey bring attractive almonds tangy texture white,white,3,telltale hint honey bring attractive almonds tangy texture white
Chenin Blanc,aperitif balanced delicate honey tropical fruits aging splendid maturity white,white,3,aperitif balanced delicate honey tropical fruits aging splendid maturity white
Chenin Blanc,shaped butterly honey almonds taut hold begin white,white,3,shaped butterly honey almonds taut hold begin white
Chenin Blanc,combination tight minerality common narrow carved steep cliffs giving richness tangy aftertaste white,white,3,combination tight minerality common narrow carved steep cliffs giving richness tangy aftertaste white
Chenin Blanc,depth riper fruits aftertaste white,white,3,depth riper fruits aftertaste white
Chenin Blanc,nut flavored texture developing touched honey likely white,white,3,nut flavored texture developing touched honey likely white
Chenin Blanc,known fact origins return keeping honeyed balances aftertaste white,white,3,known fact origins return keeping honeyed balances aftertaste white
Chenin Blanc,freshness upfront clementine granny apples melon rinds transitions mouthwatering accents pineapple flavored white,white,3,freshness upfront clementine granny apples melon rinds transitions mouthwatering accents pineapple flavored white
